1000	0.0573781
2000	0.0772642
3000	0.0969639
4000	0.116212
5000	0.135587
6000	0.154953
7000	0.174358
8000	0.193762
9000	0.213137
10000	0.232521
11000	0.251923
12000	0.271296
13000	0.29071
14000	0.310097
15000	0.329539
16000	0.348966
17000	0.368359
18000	0.387774
19000	0.407172
20000	0.426436
21000	0.445702
22000	0.464958
23000	0.484227
24000	0.503464
25000	0.522692
26000	0.541946
27000	0.561156
28000	0.580431
29000	0.599648
30000	0.618898
31000	0.63816
32000	0.657416
33000	0.676662
34000	0.695914
35000	0.715174
36000	0.734409
37000	0.753656
38000	0.772944
39000	0.792209
40000	0.811456
41000	0.830675
42000	0.849919
43000	0.86913
44000	0.888369
45000	0.907615
46000	0.926869
47000	0.946127
48000	0.96537
49000	0.984626
50000	1.0039
