1000	0.0587331
2000	0.075967
3000	0.0931784
4000	0.109704
5000	0.126162
6000	0.142761
7000	0.159328
8000	0.175869
9000	0.192418
10000	0.208982
11000	0.225569
12000	0.242148
13000	0.258773
14000	0.275368
15000	0.291955
16000	0.308537
17000	0.325133
18000	0.341703
19000	0.358266
20000	0.374816
21000	0.391396
22000	0.407963
23000	0.42453
24000	0.441098
25000	0.457687
26000	0.474312
27000	0.490906
28000	0.507486
29000	0.524121
30000	0.54067
31000	0.557251
32000	0.573815
33000	0.590356
34000	0.606908
35000	0.623438
36000	0.640037
37000	0.656618
38000	0.67314
39000	0.689669
40000	0.70623
41000	0.7228
42000	0.739392
43000	0.755947
44000	0.772566
45000	0.78912
46000	0.805694
47000	0.822251
48000	0.838785
49000	0.855321
50000	0.871882
