1000	0.0432833
2000	0.0590266
3000	0.0747276
4000	0.090359
5000	0.105151
6000	0.120234
7000	0.135323
8000	0.150406
9000	0.165469
10000	0.180539
11000	0.195597
12000	0.210681
13000	0.225777
14000	0.240848
15000	0.255945
16000	0.271067
17000	0.286177
18000	0.301318
19000	0.316462
20000	0.331596
21000	0.34675
22000	0.361875
23000	0.37699
24000	0.39211
25000	0.407214
26000	0.422341
27000	0.437462
28000	0.452583
29000	0.467698
30000	0.482831
31000	0.497928
32000	0.513061
33000	0.528215
34000	0.543329
35000	0.558423
36000	0.573552
37000	0.588663
38000	0.603759
39000	0.618881
40000	0.634029
41000	0.649149
42000	0.664331
43000	0.679468
44000	0.694641
45000	0.709793
46000	0.724909
47000	0.740022
48000	0.755165
49000	0.77018
50000	0.785143
