1000	236.657
2000	236.666
3000	236.674
4000	236.683
5000	236.692
6000	236.7
7000	236.709
8000	236.718
9000	236.727
10000	236.735
11000	236.744
12000	236.753
13000	236.762
14000	236.77
15000	236.779
16000	236.788
17000	236.797
18000	236.806
19000	236.814
20000	236.823
21000	236.832
22000	236.841
23000	236.849
24000	236.858
25000	236.867
26000	236.876
27000	236.885
28000	236.893
29000	236.902
30000	236.911
31000	236.92
32000	236.929
33000	236.937
34000	236.946
35000	236.955
36000	236.964
37000	236.973
38000	236.982
39000	236.99
40000	236.999
41000	237.008
42000	237.017
43000	237.026
44000	237.034
45000	237.043
46000	237.052
47000	237.061
48000	237.07
49000	237.079
50000	237.087
