1000	0.00643946
2000	0.0125347
3000	0.0186538
4000	0.0248308
5000	0.0310132
6000	0.0371809
7000	0.0438282
8000	0.0504211
9000	0.0568998
10000	0.0633592
11000	0.0697768
12000	0.0760794
13000	0.0823278
14000	0.0884812
15000	0.094611
16000	0.100762
17000	0.10696
18000	0.113084
19000	0.119107
20000	0.125122
21000	0.131111
22000	0.137123
23000	0.14311
24000	0.149107
25000	0.155079
26000	0.16104
27000	0.167006
28000	0.172923
29000	0.178829
30000	0.184666
31000	0.190435
32000	0.19619
33000	0.201938
34000	0.207671
35000	0.213414
36000	0.219151
37000	0.224875
38000	0.230586
39000	0.236312
40000	0.242047
41000	0.247748
42000	0.253456
43000	0.259167
44000	0.264886
45000	0.270582
46000	0.27627
47000	0.281966
48000	0.28768
49000	0.293372
50000	0.299069
