1000	0.00556806
2000	0.0112764
3000	0.0169211
4000	0.0224214
5000	0.0278259
6000	0.0331581
7000	0.0384469
8000	0.0437104
9000	0.048942
10000	0.0541455
11000	0.0593334
12000	0.06451
13000	0.0696832
14000	0.0748484
15000	0.0800125
16000	0.0851707
17000	0.0903302
18000	0.0954838
19000	0.10065
20000	0.10587
21000	0.111131
22000	0.116409
23000	0.121707
24000	0.127011
25000	0.132325
26000	0.137641
27000	0.142959
28000	0.148283
29000	0.153611
30000	0.158942
31000	0.164277
32000	0.16961
33000	0.174943
34000	0.18028
35000	0.185612
36000	0.19094
37000	0.196271
38000	0.201602
39000	0.20693
40000	0.212264
41000	0.217596
42000	0.22293
43000	0.22826
44000	0.233594
45000	0.238922
46000	0.244251
47000	0.249582
48000	0.254915
49000	0.260245
50000	0.265571
