1000	0.0371202
2000	0.0426965
3000	0.0482291
4000	0.0537838
5000	0.0593458
6000	0.0649052
7000	0.0704599
8000	0.0760223
9000	0.0815967
10000	0.0871729
11000	0.0927524
12000	0.098326
13000	0.103906
14000	0.109501
15000	0.115157
16000	0.120931
17000	0.126738
18000	0.132564
19000	0.138393
20000	0.144204
21000	0.150039
22000	0.155899
23000	0.161741
24000	0.16759
25000	0.173441
26000	0.179296
27000	0.185139
28000	0.190995
29000	0.196845
30000	0.202726
31000	0.208591
32000	0.214451
33000	0.220315
34000	0.22618
35000	0.232055
36000	0.237924
37000	0.243785
38000	0.249657
39000	0.25552
40000	0.261397
41000	0.26725
42000	0.273104
43000	0.278955
44000	0.284817
45000	0.290698
46000	0.296551
47000	0.302387
48000	0.308253
49000	0.314105
50000	0.319973
