1000	0.0151613
2000	0.0190714
3000	0.0230828
4000	0.0271441
5000	0.0312042
6000	0.0352557
7000	0.0393099
8000	0.0433641
9000	0.0474232
10000	0.0514761
11000	0.0555289
12000	0.0595865
13000	0.0636394
14000	0.0676937
15000	0.0717461
16000	0.0758009
17000	0.0798556
18000	0.0839132
19000	0.087965
20000	0.0920171
21000	0.0960681
22000	0.100119
23000	0.104172
24000	0.108224
25000	0.112284
26000	0.116335
27000	0.120389
28000	0.124447
29000	0.128503
30000	0.132559
31000	0.136618
32000	0.140674
33000	0.144734
34000	0.148787
35000	0.152842
36000	0.156892
37000	0.160945
38000	0.164997
39000	0.16905
40000	0.173104
41000	0.17716
42000	0.181217
43000	0.18527
44000	0.189324
45000	0.193373
46000	0.197426
47000	0.201477
48000	0.205529
49000	0.209584
50000	0.213636
