1000	0.00533864
2000	0.010283
3000	0.0152396
4000	0.0202499
5000	0.0252944
6000	0.0303803
7000	0.0354866
8000	0.0406188
9000	0.0458001
10000	0.0510041
11000	0.0562222
12000	0.0614133
13000	0.0668039
14000	0.0720978
15000	0.0772497
16000	0.0823539
17000	0.0874443
18000	0.09252
19000	0.0975888
20000	0.102655
21000	0.10772
22000	0.112777
23000	0.117839
24000	0.122904
25000	0.127946
26000	0.133003
27000	0.138066
28000	0.143104
29000	0.148156
30000	0.153213
31000	0.158254
32000	0.163288
33000	0.168339
34000	0.17338
35000	0.17842
36000	0.183454
37000	0.188489
38000	0.19353
39000	0.198569
40000	0.203617
41000	0.208622
42000	0.213651
43000	0.218686
44000	0.22372
45000	0.228739
46000	0.233739
47000	0.238736
48000	0.243679
49000	0.248578
50000	0.253418
