1000	0.0125302
2000	0.0244696
3000	0.0360227
4000	0.0474967
5000	0.0588029
6000	0.0699895
7000	0.0809826
8000	0.0916894
9000	0.102089
10000	0.112445
11000	0.122756
12000	0.133051
13000	0.143324
14000	0.153585
15000	0.163833
16000	0.174054
17000	0.184268
18000	0.194477
19000	0.20467
20000	0.214852
21000	0.225028
22000	0.235204
23000	0.245371
24000	0.255539
25000	0.26569
26000	0.275836
27000	0.285973
28000	0.29611
29000	0.306241
30000	0.316375
31000	0.326497
32000	0.336611
33000	0.34672
34000	0.356834
35000	0.366942
36000	0.377038
37000	0.387144
38000	0.397256
39000	0.407352
40000	0.417447
41000	0.427543
42000	0.437633
43000	0.447721
44000	0.457805
45000	0.467882
46000	0.477951
47000	0.488023
48000	0.498091
49000	0.508158
50000	0.518229
