1000	0.00692305
2000	0.0134829
3000	0.020065
4000	0.0267059
5000	0.0333536
6000	0.0399976
7000	0.0472571
8000	0.0544177
9000	0.0614044
10000	0.0683433
11000	0.0751972
12000	0.0818824
13000	0.0884979
14000	0.0951088
15000	0.101735
16000	0.108383
17000	0.114986
18000	0.121485
19000	0.127977
20000	0.134464
21000	0.140924
22000	0.147352
23000	0.153776
24000	0.160208
25000	0.166618
26000	0.173007
27000	0.179379
28000	0.185763
29000	0.192114
30000	0.198438
31000	0.204677
32000	0.210878
33000	0.217083
34000	0.223275
35000	0.229462
36000	0.235656
37000	0.241838
38000	0.247993
39000	0.254163
40000	0.260329
41000	0.266487
42000	0.272663
43000	0.278832
44000	0.285017
45000	0.291181
46000	0.297353
47000	0.303522
48000	0.309688
49000	0.315855
50000	0.322035
