1000	0.00774417
2000	0.0153511
3000	0.0230768
4000	0.0309212
5000	0.038434
6000	0.0459121
7000	0.0532366
8000	0.0604498
9000	0.0675451
10000	0.0746056
11000	0.0816382
12000	0.0886457
13000	0.0956386
14000	0.102614
15000	0.109581
16000	0.116541
17000	0.123509
18000	0.130474
19000	0.137411
20000	0.144337
21000	0.151252
22000	0.158175
23000	0.165077
24000	0.171967
25000	0.178861
26000	0.185733
27000	0.192596
28000	0.19945
29000	0.206292
30000	0.213104
31000	0.219887
32000	0.226643
33000	0.233351
34000	0.240023
35000	0.246681
36000	0.253305
37000	0.259886
38000	0.266438
39000	0.27297
40000	0.279491
41000	0.28601
42000	0.292522
43000	0.299031
44000	0.305531
45000	0.31203
46000	0.31853
47000	0.325024
48000	0.331525
49000	0.338018
50000	0.344504
