1000	0.0542294
2000	0.0639724
3000	0.074353
4000	0.0856663
5000	0.0970333
6000	0.108448
7000	0.119843
8000	0.131261
9000	0.142604
10000	0.153973
11000	0.16534
12000	0.176789
13000	0.188119
14000	0.199494
15000	0.210901
16000	0.222306
17000	0.233679
18000	0.245034
19000	0.256448
20000	0.267842
21000	0.279182
22000	0.290592
23000	0.302054
24000	0.313473
25000	0.32484
26000	0.336203
27000	0.347576
28000	0.358988
29000	0.370357
30000	0.381755
31000	0.393088
32000	0.404488
33000	0.415822
34000	0.427314
35000	0.438758
36000	0.450149
37000	0.461536
38000	0.472905
39000	0.484309
40000	0.495698
41000	0.507045
42000	0.518498
43000	0.529958
44000	0.541281
45000	0.552655
46000	0.564014
47000	0.57534
48000	0.586701
49000	0.598046
50000	0.609445
